352,Calgary, Canada
353,Acapulco, Mexico
354,Barcelona, Spain
355,Guadalajara, Mexico
356,Madrid, Spain
357,Tokyo, Japan
358,Paris, France
359,Puerto Vallarta, Mexico
360,St Maarten, Netherlands Antilles
361,Dothan, AL
362,Dakar, Senegal
363,Denpasar, Indonesia
364,Aruba, Aruba
365,Freeport, Bahamas
366,Grand Cayman, Cayman Islands
367,Seoul, South Korea
368,Turin, Italy
369,Ixtapa/Zihuatanejo, Mexico
370,Dusseldorf, Germany
371,Toluca, Mexico
372,Malaga, Spain
373,Stockholm, Sweden
374,Hamilton, Bermuda-UK
375,Bordeaux, France
376,Koeln/Bonn Airport, Germany
377,Erevan, U.S.S.R. (European)
378,Oslo, Norway
379,Kingston, Jamaica
380,Lisbon, Portugal
381,Nantes, France
382,Puerto Plata, Dominican Republic
383,Manila, Philippines
384,Providenciales, Turks and Caicos Islands-UK
385,West End, Bahamas
386,Edmonton, Canada
387,Regina, Canada
388,Winnipeg, Canada
389,Manzanillo, Mexico
390,Belize City, Belize
391,Guatemala City, Guatemala
392,Santa Cruz Huatulco, Mexico
393,Roatan Island, Honduras
394,San Salvador, El Salvador
395,San Pedro Sula, Honduras
396,Tegucigalpa, Honduras
397,Laredo, TX
398,Munich, Germany
399,Milan, Italy
400,Nadi, Fiji Islands
401,North Caicos, Turks and Caicos Islands-UK
402,Nice, France
403,Nagoya, Japan
404,Okinawa, Japan
405,Amsterdam, Netherlands
406,Brussels, Belgium
407,Shannon, Ireland
408,Tel Aviv, Israel
409,Quito, Ecuador
410,Vienna, Austria
411,Warsaw, Poland
412,Vancouver, Canada
413,Zagreb, Yugoslavia
414,Zurich, Switzerland
415,Osaka, Japan
416,Port Au Prince, Haiti
417,Zanderij International Airport, Surinam
418,Ponta Delgada, Portugal
419,Glasgow/Prestwick, United Kingdom
420,Pereira, Colombia
421,Lima, Peru
422,Quebec, Canada
423,Kelowna, Canada
424,Auckland, New Zealand
425,Brisbane, Australia
426,Bogota, Colombia
427,Rio De Janeiro, Brazil
428,Sao Paulo, Brazil
429,Helsinki, Finland
430,La Paz, Mexico
431,Loreto, Mexico
432,Manaus, Brazil
433,Papeete, French Polynesia
434,Balboa C.Z/Panama City, Panama Canal Zone
435,Busan, South Korea
436,Santiago, Chile
437,San Jose, Costa Rica
438,Sydney, Australia
439,Terceira, Portugal
440,Chiang Kai Shek Int, Taiwan
441,Zacatecas, Mexico
442,La Ceiba, Honduras
443,Lille, France
444,Lagos, Nigeria
445,Las Piedras, Venezuela
446,Saskatoon, Canada
447,Luxembourg, Luxembourg
448,Lyon, France
449,Majuro, Marshall Islands
450,Maracaibo, Venezuela
451,Fortaleza, Brazil
452,Glasgow, United Kingdom
453,Keflavik/Reykjavik, Iceland
454,Luton, United Kingdom
455,London, Canada
456,Medellin, Colombia
457,Melbourne, Australia
458,Managua, Nicaragua
459,Marsh Harbour, Bahamas
460,San Andres Island, Colombia
461,Antigua, Antigua and Barbuda
462,Asuncion, Paraguay
463,Barranquilla, Colombia
464,Belem, Brazil
465,Bucaramanga, Colombia
466,Barbados/Bridgetown, Barbados
467,Boma, Republic Of Congo
468,Bonaire, Netherlands Antilles
469,Boku, Papua New Guinea
470,Baler, Philippines
471,Cochabamba, Bolivia
472,Caracas, Venezuela
473,Campinas, Brazil
474,Buenos Aires, Argentina
475,Grand Turk, Turks and Caicos Islands-UK
476,Timehri Airport, Guyana
477,Governors Harbour, Bahamas
478,St.Georges, Grenada and South Grenadines
479,Gothenburg, Sweden
480,Guayaquil, Ecuador
481,Hamburg, Germany
482,Havana, Cuba
483,Iquique, Chile
484,Iquitos, Peru
485,La Paz, Bolivia
486,Medina, Saudi Arabia
487,Merida, Mexico
488,Port Of Spain, Trinidad and Tobago
489,Pointe A Pitre, Guadeloupe-France
490,Santo Domingo, Dominican Republic
491,St. Lucia, St. Lucia
492,Valencia, Spain
493,Viru Viru Int'l Airport, Bolivia
494,Gander, Canada
495,Mulhouse, France
496,Julia Creek, Australia
497,Hong Kong, Hong Kong-China
498,Apia, Western Samoa
499,Andros Town, Bahamas
500,Athens, Greece
501,Akita, Japan
502,Belgrade, Serbia and Montenegro
503,Bergen, Norway
504,Punta Cana, Dominican Republic
505,Biak, Indonesia
506,Sal Island, Cape Verde Islands
507,Halifax, Canada
508,Cairo, Arab Republic Of Egypt
509,Maastricht, Netherlands
510,Goose Bay, Canada
511,Port Moresby, Papua New Guinea
512,Tonga Tapu, Tonga
513,Rarotongo, Cook Islands-New Zealand
514,Rangely, CO
515,Monrovia/Robertsfield, Liberia
516,Yap, Micronesia
517,Riyadh, Saudi Arabia
518,Sondre Stromfjord, Greenland - Denmark
519,Shanghai, China
520,Cayenne, French Guiana-France
521,Fort De France, Martinique-France
522,St. Kitts, St. Kitts and Nevis
523,Barcelona, Venezuela
524,Bari, Italy
525,Cap Haitien, Haiti
526,Fukuoka, Japan
527,Moscow, U.S.S.R. (European)
528,Tenerife, Spain
529,Truk, Micronesia
530,Toulouse, France
531,Guaymas, Mexico
532,Hermosillo, Mexico
533,Talara, Peru
534,South Caicos, Turks and Caicos Islands-UK
535,Yellowknife, Canada
536,Camp Springs, MD
537,Beijing, China
538,Berlin, Berlin
539,Arequipa, Peru
540,Iguassu Falls, Brazil
541,Panjgur, Pakistan
542,St. John's, Canada
543,Nauru, Nauru
544,Jeddah, Saudi Arabia
545,Amman, Jordan
546,Budapest, Hungary
547,Faro, Portugal
548,Rome, Italy
549,Genoa, Italy
550,Geneva, Switzerland
551,Porlamar, Venezuela
552,Prague, Czechoslovakia
553,Stuttgart, Germany
554,Komatsu, Japan
555,Kuala Lumpur, Malaysia
556,Kwajalein, Marshall Islands
557,Christchurch, New Zealand
558,Sudbury, Canada
559,Dover, DE
560,Powell Point, Bahamas
561,Iles De Madeleine, Canada
562,Noumea, New Caledonia - France
563,Ponape, Micronesia
564,Kumamoto, Japan
565,Hakodate, Japan
566,Kuwait, Kuwait
567,Marseille, France
568,Nuremberg, Germany
569,Delhi, India
570,Dublin, Ireland
571,Sanford, FL
572,Santa Maria, Portugal
573,St. Vincent, St. Vincent and North Grenadines
574,Tumut, Australia
575,Stephenville, Canada
576,Kamloops, Canada
577,Peterborough, Canada
578,Windsor, Canada
579,Kenora, Canada
580,Birmingham, United Kingdom
581,Cocoa Beach, FL
582,Cardiff, United Kingdom
583,Leon-Guanajuato, Mexico
584,Mende, France
585,Margarita Island, Venezuela
586,Ramstein, Germany
587,Miyazaki, Japan
588,Cutral, Argentina
589,Mendoza, Argentina
590,Guantanamo, Cuba
591,Misawa, Japan
592,Newcastle, United Kingdom
593,Connaught, Ireland
594,Dubrovnik, Yugoslavia
595,Hanapepe, HI
596,Thermal, CA
597,Moncton, Canada
598,Prince George, Canada
599,Osan, South Korea
600,Old Crow, Canada
601,Stavanger, Norway
602,Rock Sound, Bahamas
603,Ostend, Belgium
604,Turku, Finland
605,Venice, Italy
606,Lethbridge, Canada
607,Addis Ababa, Ethiopia
608,Treasure Cay, Bahamas
609,Edinburgh, United Kingdom
610,Conakry, Guinea
611,Oita, Japan
612,Mildenhall, United Kingdom
613,Miyako Jima, Japan
614,Fort Mcmurray, Canada
615,Schenectady, NY
616,Montevideo, Uruguay
617,Quonset Point, RI
618,Marie Galante, Guadeloupe-France
619,Greenville, MS
620,Hannover, Germany
621,Kamina, Papua New Guinea
622,Mactan Island, Philippines
623,Fort Kobbe, Panama Republic
624,Hato Corozal, Colombia
625,Billund, Denmark
626,Basle, Switzerland
627,Ljubljana, Yugoslavia
628,Frobisher Bay, Canada
629,Singapore, Singapore
630,Takamatsu, Japan
631,Thule, Greenland - Denmark
632,Fort Dix, NJ
633,Tijuana, Mexico
634,Wilmington, DE
635,Ardmore, OK
636,Comox, Canada
637,Tehran, Iran
638,Belfast, United Kingdom
639,Banjul, The Gambia
640,El Dorado, AR
641,Montpellier, France
642,Resolute, Canada
643,Obihiro, Japan
644,Chihuahua, Mexico
645,Brasilia, Brazil
646,Antofagasta, Chile
647,Cordoba, Argentina
648,Recife, Brazil
649,El Trompillo Airport, Bolivia
650,Mayajigua, Cuba
651,Algiers, Algeria
652,St. John, Canada
653,Charlottetown, Canada
654,Istanbul, Turkey
655,Rotterdam, Netherlands
656,Santiago De Compostela, Spain
657,Jacksonville, AR
658,Liverpool, United Kingdom
659,Belo Horizonte, Brazil
660,Paraguana, Venezuela
661,Whitehorse, Canada
662,Anguilla, Anguilla
663,Narssarssuaq, Greenland - Denmark
664,Battle Creek, MI
665,North Bay, Canada
666,Mont Joli, Canada
667,Deauville, France
668,San Isidro, Dominican Republic
669,Salvador, Brazil
670,Bronson Creek, Canada
671,Sault Ste Marie, MI
672,Cape Canaveral, FL
673,Arica, Chile
674,Florianopolis, Brazil
675,Sendai, Japan
676,Nordholz, Germany
677,Chateauroux, France
678,Cork, Ireland
679,Tarapoto, Peru
680,Natal, Brazil
681,La Romana, Dominican Republic
682,Lhok Sukon, Indonesia
683,Concepcion, Chile
684,Curitiba, Brazil
685,Porto Alegre, Brazil
686,Portsmouth, NH
687,San Bernardino, CA
688,Beef Island Airport, British Virgin Islands-UK
689,Virgin Gorda, British Virgin Islands-UK
690,Fairfield, CA
691,Torreon, Mexico
692,Niigata, Japan
693,Kagoshima, Japan
694,Ste.Therese Point, Canada
695,Abbotsford, Canada
696,North Battleford, Canada
697,East Hartford, CT
698,Valencia, Venezuela
699,Luzon Island, Philippines
700,Johnny Mountain, Canada
701,Teteboro, NJ
702,Lourdes/Tarbes, France
703,Brunswick, GA
704,Freetown, Sierra Leone
705,Tbilisi, U.S.S.R. (European)
706,Dhahran, Saudi Arabia
707,Caravelas, Brazil
708,Khamis Mushait, Saudi Arabia
709,Lajes, Portugal
710,Pisa, Italy
711,Oakland, MD
712,Townsville, Australia
713,Masirah, Oman
714,Grand Island, NE
715,Greenville, TX
716,Jakarta, Indonesia
717,Manono, Republic Of Congo
718,Sigonella, Italy
719,Rota, Spain
720,Resistencia, Argentina
721,Beauvais, France
722,Seville, Spain
723,Veracruz, Mexico
724,Oaxaca, Mexico
725,Grande Prairie, Canada
726,Boa Vista, Brazil
727,Holguin, Cuba
728,Okayama, Japan
729,Leningrad, U.S.S.R. (European)
730,Farsund, Norway
731,Hiroshima, Japan
732,Hagerstown, MD
733,Timisoara, Romania
734,Camiri, Bolivia
735,East Tawas, MI
736,Fort Smith, AR
737,Limestone, ME
738,San Luis Potosi, Mexico
739,Kosrae, Micronesia
740,Aberdeen, United Kingdom
741,Minsk, U.S.S.R. (European)
742,Fredericton, Canada
743,Whitesburg, KY
744,Puerto Cabezas, Nicaragua
745,San Diego, CA
746,Rock Springs, WY
747,Lake Charles, LA
748,Tuscaloosa, AL
749,Killeen, TX
750,Port Hueneme, CA
751,Panama City, FL
752,Marion/Herrin, IL
753,Bloomington, IL
754,Decatur, IL
755,Longview/Kilgor/Gladwatr, TX
756,Burlington, IA
757,Quincy, IL
758,Cape Girardeau, MO
759,Salina, KS
760,Fayetteville, AR
761,Joplin, MO
762,Fort Leonard Wood, MO
763,Altus, OK
764,Tacoma, WA
765,Waterloo, IA
766,Cherry Point, NC
767,Riverside, CA
768,Paducah, KY
769,Sumter, SC
770,Stanton, MN
771,New Haven, CT
772,Greenbrier/Wh.Sulphur Spg, WV
773,Beaumont/Port Arthur, TX
774,Camp Douglas, WI
775,Whidbey Island, WA
776,Beaufort, SC
777,Brainerd, MN
778,Marana, AZ
779,Chandler, AZ
780,Bellaire, MI
781,Anvik, AK
782,Holy Cross, AK
783,Riverton/Lander, WY
784,Fort Dodge, IA
785,Dubuque, IA
786,Grayling, AK
787,North Platte, NE
788,Eau Claire, WI
789,Aberdeen, SD
790,Akiak, AK
791,Akiachak, AK
792,Kwethluk, AK
793,Tuluksak, AK
794,Eek, AK
795,Kwigillingok, AK
796,Quinhagak, AK
797,Napaskiak, AK
798,Napakiak, AK
799,Tuntatuliak, AK
800,Mason City, IA
801,Lafayette, IN
802,Pembina, ND
803,Ely, NV
804,International Falls, MN
805,Muskegon, MI
806,Marquette, MI
807,Kaneohe Bay, HI
808,Kongiganak, AK
809,Kipnuk, AK
810,Trenton, NJ
811,Morgantown, WV
812,Columbus, MS
813,Liberal, KS
814,Mountain View, CA
815,Kushiro, Japan
816,Coro, Venezuela
817,Porto, Portugal
818,Contadora, Panama Republic
819,Ruston, LA
820,Prince Albert, Canada
821,Abu Dhabi, United Arab Emirates
822,Bombay, India
823,Lyneham, United Kingdom
824,Nagasaki, Japan
825,Evenes, Norway
826,Emmen, Switzerland
827,Riyan, People's Democratic Republic Of Yemen
828,Mccord, AK
829,Lusaka, Zambia
830,South Weymouth, MA
831,Thunder Bay, Canada
832,Magadan, U.S.S.R. (Asian)
833,Poza Rica, Mexico
834,Rome, NY
835,Entebbe/Kampala, Uganda
836,Riga, U.S.S.R. (European)
837,Drummond Island, MI
838,Baguio, Philippines
839,Vero Beach, FL
840,Larnaca, Cyprus
841,Las Palmas, Spain
842,Madras, India
843,Diyarbakir, Turkey
844,Urmieh, Iran
845,Bandar Seri Begawan, Brunei
846,Panama City, Panama Republic
847,Conroe, TX
848,Cayman Brac, Cayman Islands
849,Varadero, Cuba
850,Dhaka, Bangladesh
851,Brize Norton, United Kingdom
852,Cebu, Philippines
853,Jupiter, FL
854,Castlegar/Nelson/Trail, Canada
855,Achutupo, Panama Republic
856,Piura, Peru
857,Khabarovsk, U.S.S.R. (Asian)
858,Sault Ste. Marie, Canada
859,Manston, United Kingdom
860,Brazzaville, Congo
861,Tobago, Trinidad and Tobago
862,Sam Neua, Laos
863,Comayagua, Honduras
864,Nuevo Laredo, Mexico
865,Kiev, U.S.S.R. (European)
866,Dublin, GA
867,Saltillo, Mexico
868,Brunswick, ME
869,Aguascalientes, Mexico
870,Anadyr, U.S.S.R. (Asian)
871,Iwakuni, Japan
872,Val D'or, Canada
873,Barquisimeto, Venezuela
874,Paz De Ariporo, Colombia
875,Rosario, Argentina
876,Sao Luiz, Brazil
877,Vilnius, U.S.S.R. (European)
878,Woodford, United Kingdom
879,Santiago, Cuba
880,Culiacan, Mexico
881,Trieste, Italy
882,Kota Kinabalu, Malaysia
883,Maturin, Venezuela
884,Bullhead City, AZ
885,Harare, Zimbabwe
886,Aomori, Japan
887,Metz/Nancy, France
888,Pellston, MI
889,Ho Chi Minh City, Vietnam
890,Sharjah, United Arab Emirates
891,Abidjan, Cote d Ivoire (formerly Ivory Coast)
892,Agadir, Morocco
893,St. Petersburg, U.S.S.R. (European)
894,Kimberley, Republic Of South Africa
895,Tampico, Mexico
896,Campbell River, Canada
897,West Yellowstone, MT
898,Graz, Austria
899,Durazno, Uruguay
900,Mexicali, Mexico
901,Adelaide, Australia
902,Wellington, New Zealand
903,Perth, Australia
904,Terrace, Canada
905,Dominica, Dominica
906,Exeter, United Kingdom
907,Kochi, Japan
908,Mayport, FL
909,Brest, France
910,Campo Grande, Brazil
911,Kuopio, Finland
912,Manzini, Swaziland
913,Nakhon Si Thammarat, Thailand
914,St. Francois, Guadeloupe-France
915,Chetumal, Mexico
916,Punta Arenas, Chile
917,Atmautluak, AK
918,Nunapitchuk, AK
919,Barbers Point, HI
920,Chifornak, AK
921,Kasigluk, AK
922,Nantucket, MA
923,Hyannis, MA
924,Bridgeport, CT
925,Lebanon-Hanover, NH
926,Presque Isle/Houlton, ME
927,Garden City, KS
928,Pierre, SD
929,Jackson, TN
930,Red River, ND
931,Gary, IN
932,Cedar City, UT
933,Jefferson, OH
934,Martha's Vineyrd, MA
935,Danville, IL
936,College Station/Bryan, TX
937,Alexandria, LA
938,Lawton/Fort Sill, OK
939,San Angelo, TX
940,Texarkana, AR
941,Tyler, TX
942,Mammoth Lakes, CA
943,Anniston, AL
944,Battle Mountain, NV
945,Telluride, CO
946,Nuguria, Papua New Guinea
947,Ipil, Philippines
948,Raduzhnyi, Russia (European)
949,Easter Island, Chile
950,Matsuyama, Japan
951,Cheju, South Korea
952,Mount Pleasant, Falkland Islands-UK
953,Campeche, Mexico
954,Leon, Mexico
955,Guangzhou, China
956,Bristol, United Kingdom
957,Liege, Belgium
958,Puebla, Mexico
959,George Town, Bahamas
960,Charleroi, Belgium
961,Homestead, FL
962,Ostrava, Czechoslovakia
963,Titusville, FL
964,Bangkok, Thailand
965,Prague, Czech Republic
966,Santo Domingo, Venezuela
967,Toyama, Japan
968,Berlin, Germany
969,Leipzig, Germany
970,Bremen, Germany
971,Comodoro Rivadavia, Argentina
972,Wilmington, OH
973,Baku, U.S.S.R. (European)
974,Columbia, TN
975,Sydney, Canada
976,Hurricane, UT
977,Collarenebri, Australia
978,Magadan, Russia (Asian)
979,Thessaloniki, Greece
980,Sofia, Bulgaria
981,Maceio, Brazil
982,Ivanovo, Russia (European)
983,Kiev, Ukraine
984,Joao Pessoa, Brazil
985,Khabarovsk, Russia (Asian)
986,Points North Landing, Canada
987,Cold Lake, Canada
988,Clovis, NM
989,Lac La Ronge, Canada
990,Anadyr, Russia (Asian)
991,Perpignan, France
992,Thumrait, Oman
993,Villahermosa, Mexico
994,Cuiaba, Brazil
995,Glenview, IL
996,Kigali, Rwanda
997,Puerto Montt, Chile
998,Gerona, Spain
999,Kasba Lake, Canada
1000,Moscow, Russia (European)
1001,Ascension Island, St. Helena
1002,Goiania, Brazil
1003,Puerto Barrios, Guatemala
1004,Yamagata, Japan
1005,St. Petersburg, Russia (European)
1006,Zagreb, Croatia
1007,Summerside, Canada
1008,Sundsvall, Sweden
1009,Libreville, Gabon
1010,Split, Croatia
1011,Cassilandia, Brazil
1012,Morelia, Mexico
1013,Johannesburg, Republic Of South Africa
1014,Tottori, Japan
1015,San Salvador, Bahamas
1016,Kristiansand, Norway
1017,Riga, Latvia
1018,Naples, Italy
1019,Menado, Indonesia
1020,Capetown, Republic Of South Africa
1021,Minnipa, Australia
1022,Malmo, Sweden
1023,Bloomington, IN
1024,Coeur D'alene, ID
1025,Olympia, WA
1026,Carbondale, IL
1027,Winston-Salem, NC
1028,Tonopah, NV
1029,Harrison, AR
1030,Iron Mountain/Kingsfd, MI
1031,Springfield, OH
1032,Hoquiam, WA
1033,Astoria/Seaside, OR
1034,Cody, WY
1035,Santa Fe, NM
1036,Akron, CO
1037,Valdosta, GA
1038,Meridian, MS
1039,Florence, SC
1040,Alton, IL
1041,Albany, GA
1042,Latrobe, PA
1043,Watertown, SD
1044,Bay St. Louis, MS
1045,Deadhorse, AK
1046,Alakanuk, AK
1047,Farmingdale, NY
1048,Minneapolis/St.Paul, MN
1049,Los Mochis, Mexico
1050,Mena, AR
1051,Chub Cay, Bahamas
1052,Ciudad Guayana, Venezuela
1053,Quesnel, Canada
1054,Norman Wells, Canada
1055,Penticton, Canada
1056,Luanda, Angola
1057,Pisco, Peru
1058,Trondheim, Norway
1059,Santa Cruz De La Palma, Spain
1060,Salzburg, Austria
1061,Ankara, Turkey
1062,Bergamo, Italy
1063,Bucharest, Romania
1064,Newport News/Wmsburg, VA
1065,Catania, Italy
1066,Forli, Italy
1067,Hopkinsville, KY
1068,Ashkhabad, Turkmenistan
1069,Ljubljana, Slovenia
1070,Tarawa, Kiribati (Gilbert and Canton Islands)
1071,Niue Island, Niue-New Zealand
1072,Mansfield, OH
1073,Soto Cano, Honduras
1074,Puerto Ordaz, Venezuela
1075,Naberevnye Chelny, Russia (European)
1076,Horta, Portugal
1077,San Cristobal, Venezuela
1078,Xiamen, China
